term,log_odds,scope
annum included,5.209417516886244,overall
annunciation,-0.7430347262631007,overall
annunciation augmentation,-1.4739434288800306,overall
annunciation feast,-1.7853359811042202,overall
annunciation festival,-2.958218198360125,overall
annunciation lady,0.4940768404004897,overall
annunciation michaelmas,-1.4569938705662575,overall
annunciation parts,-4.688102263870093,overall
annunciation payment,0.2606576265080756,overall
annunciation relating,-3.589489975201983,overall
anonymous,1.870095538942176,overall
appears,-0.2270455798370607,overall
applied,0.38582076946208177,overall
apportioned,-0.16678638831886394,overall
approved,-2.0080259148102884,overall
april,-0.9244951184910903,overall
archbishop,-0.837954662160034,overall
archdeacon,-2.212272832233209,overall
archdeacon procuration,-1.0743434402242644,overall
archdeacon procurations,-2.683781352658365,overall
architectural,-2.683781352658365,overall
arish,5.847906284908325,overall
arish covering,3.305180064231499,overall
arish paid,5.209417516886244,overall
arising,-1.4972002910442979,overall
arising previous,-4.688102263870093,overall
arrangement,0.8966463932280726,overall
arrear,4.99840286562087,overall
arrear annual,4.933486460969982,overall
arrear bampton,3.694644830993222,overall
arrear payment,5.390556341431149,overall
arrear receipt,5.1510067547298295,overall
arrear receipts,3.3961518424372255,overall
arrear received,5.1510067547298295,overall
arrear rectory,3.3961518424372255,overall
arrear relating,3.4795334513762763,overall
arrear rent,6.469247652604705,overall
arrear south,3.305180064231499,overall
arrear yardington,3.205096605674516,overall
arrearage,4.523337503549391,overall
arrearage received,4.067320116278395,overall
arrearages,3.3961518424372255,overall
arrears,3.4128268357631737,overall
arrears annual,4.435044896403713,overall
arrears bampton,4.021857742201638,overall
arrears chace,3.3961518424372255,overall
arrears chase,3.205096605674516,overall
arrears clifton,3.8715755391523,overall
arrears covering,2.1064843170064065,overall
arrears entry,3.924219272637722,overall
arrears greenway,3.556494492512405,overall
arrears half,3.3961518424372255,overall
arrears hopkins,3.205096605674516,overall
arrears kidlington,4.192483259232401,overall
arrears long,3.556494492512405,overall
arrears merton,4.110805228218134,overall
arrears michaelmas,-1.2681997992666851,overall
arrears overdue,3.305180064231499,overall
arrears owing,3.62795345649455,overall
arrears payment,5.120470030869748,overall
arrears receipt,4.578145740044386,overall
arrears receipts,3.093870970564292,overall
arrears received,6.649219032053705,overall
arrears recorded,3.205096605674516,overall
arrears rectory,4.230949540060197,overall
arrears relating,4.267990811740547,overall
arrears rent,6.47726372759294,overall
arrears sadler,3.62795345649455,overall
arrears south,4.4947641311053355,overall
arrears yardington,3.556494492512405,overall
arrears year,2.7729632504841906,overall
arthur,0.2606576265080756,overall
arundel,2.5430400121846017,overall
arundell,1.925665390096987,overall
ashfield,3.205096605674516,overall
assessed,-1.7799978901366038,overall
assessed house,-3.0351792394962533,overall
assessed taxes,-3.419853577935344,overall
assessment,-3.0867370491611035,overall
assessment college,-4.688102263870093,overall
assessments,-3.1066382034783984,overall
assessors,-3.9137296433875615,overall
assistance,-2.874836589421074,overall
assistant,-3.1733295779770705,overall
associated,-0.07373704703899103,overall
associated charges,-1.4739434288800306,overall
