year,language,n_entries,total,share,era
1787,mixed,48.0,205.0,0.23414634146341465,industrial_1760_1840
1788,english,84.5,196.5,0.4300254452926209,industrial_1760_1840
1788,latin,77.0,196.5,0.39185750636132316,industrial_1760_1840
1788,mixed,35.0,196.5,0.178117048346056,industrial_1760_1840
1789,english,114.5,215.0,0.5325581395348837,industrial_1760_1840
1789,latin,59.0,215.0,0.2744186046511628,industrial_1760_1840
1789,mixed,41.5,215.0,0.1930232558139535,industrial_1760_1840
1790,english,103.0,219.0,0.4703196347031963,industrial_1760_1840
1790,latin,54.5,219.0,0.24885844748858446,industrial_1760_1840
1790,mixed,61.5,219.0,0.2808219178082192,industrial_1760_1840
1791,english,49.5,141.0,0.35106382978723405,industrial_1760_1840
1791,latin,56.5,141.0,0.40070921985815605,industrial_1760_1840
1791,mixed,35.0,141.0,0.24822695035460993,industrial_1760_1840
1792,english,39.0,109.5,0.3561643835616438,industrial_1760_1840
1792,latin,42.0,109.5,0.3835616438356164,industrial_1760_1840
1792,mixed,28.5,109.5,0.2602739726027397,industrial_1760_1840
1793,english,97.5,173.5,0.5619596541786743,industrial_1760_1840
1793,latin,35.5,173.5,0.20461095100864554,industrial_1760_1840
1793,mixed,40.5,173.5,0.2334293948126801,industrial_1760_1840
1794,english,129.0,190.5,0.6771653543307087,industrial_1760_1840
1794,latin,38.0,190.5,0.1994750656167979,industrial_1760_1840
1794,mixed,23.5,190.5,0.12335958005249344,industrial_1760_1840
1795,english,148.5,196.5,0.7557251908396947,industrial_1760_1840
1795,latin,30.0,196.5,0.15267175572519084,industrial_1760_1840
1795,mixed,18.0,196.5,0.0916030534351145,industrial_1760_1840
1796,english,152.5,200.5,0.7605985037406484,industrial_1760_1840
1796,latin,19.5,200.5,0.09725685785536159,industrial_1760_1840
1796,mixed,28.5,200.5,0.14214463840399003,industrial_1760_1840
1797,english,132.5,190.0,0.6973684210526315,industrial_1760_1840
1797,latin,18.0,190.0,0.09473684210526316,industrial_1760_1840
1797,mixed,39.5,190.0,0.20789473684210527,industrial_1760_1840
1798,english,128.5,198.0,0.648989898989899,industrial_1760_1840
1798,latin,21.0,198.0,0.10606060606060606,industrial_1760_1840
1798,mixed,48.5,198.0,0.24494949494949494,industrial_1760_1840
1799,english,109.0,174.5,0.6246418338108882,industrial_1760_1840
1799,latin,22.5,174.5,0.12893982808022922,industrial_1760_1840
1799,mixed,43.0,174.5,0.24641833810888253,industrial_1760_1840
1800,english,172.0,246.5,0.6977687626774848,industrial_1760_1840
1800,latin,42.5,246.5,0.1724137931034483,industrial_1760_1840
1800,mixed,32.0,246.5,0.12981744421906694,industrial_1760_1840
1801,english,115.0,181.0,0.6353591160220995,industrial_1760_1840
1801,latin,27.0,181.0,0.14917127071823205,industrial_1760_1840
1801,mixed,39.0,181.0,0.2154696132596685,industrial_1760_1840
1802,english,130.0,178.0,0.7303370786516854,industrial_1760_1840
1802,latin,10.0,178.0,0.056179775280898875,industrial_1760_1840
1802,mixed,38.0,178.0,0.21348314606741572,industrial_1760_1840
1803,english,154.0,215.0,0.7162790697674418,industrial_1760_1840
1803,latin,18.0,215.0,0.08372093023255814,industrial_1760_1840
1803,mixed,43.0,215.0,0.2,industrial_1760_1840
1804,english,160.0,216.0,0.7407407407407407,industrial_1760_1840
1804,latin,15.0,216.0,0.06944444444444445,industrial_1760_1840
1804,mixed,41.0,216.0,0.18981481481481483,industrial_1760_1840
1805,english,163.0,228.0,0.7149122807017544,industrial_1760_1840
1805,latin,14.0,228.0,0.06140350877192982,industrial_1760_1840
1805,mixed,51.0,228.0,0.2236842105263158,industrial_1760_1840
1806,english,133.0,201.0,0.6616915422885572,industrial_1760_1840
1806,latin,28.0,201.0,0.13930348258706468,industrial_1760_1840
1806,mixed,40.0,201.0,0.19900497512437812,industrial_1760_1840
1807,english,97.0,146.0,0.6643835616438356,industrial_1760_1840
1807,latin,29.0,146.0,0.19863013698630136,industrial_1760_1840
1807,mixed,20.0,146.0,0.136986301369863,industrial_1760_1840
1808,english,97.0,125.0,0.776,industrial_1760_1840
1808,latin,7.0,125.0,0.056,industrial_1760_1840
1808,mixed,21.0,125.0,0.168,industrial_1760_1840
1809,english,250.0,355.0,0.704225352112676,industrial_1760_1840
1809,latin,49.0,355.0,0.13802816901408452,industrial_1760_1840
1809,mixed,56.0,355.0,0.15774647887323945,industrial_1760_1840
1810,english,135.0,213.0,0.6338028169014085,industrial_1760_1840
1810,latin,35.0,213.0,0.1643192488262911,industrial_1760_1840
1810,mixed,43.0,213.0,0.20187793427230047,industrial_1760_1840
1811,english,150.0,207.0,0.7246376811594203,industrial_1760_1840
1811,latin,28.0,207.0,0.13526570048309178,industrial_1760_1840
1811,mixed,29.0,207.0,0.14009661835748793,industrial_1760_1840
1812,english,150.0,216.0,0.6944444444444444,industrial_1760_1840
1812,latin,16.0,216.0,0.07407407407407407,industrial_1760_1840
1812,mixed,50.0,216.0,0.23148148148148148,industrial_1760_1840
1813,english,136.0,202.0,0.6732673267326733,industrial_1760_1840
1813,latin,22.0,202.0,0.10891089108910891,industrial_1760_1840
1813,mixed,44.0,202.0,0.21782178217821782,industrial_1760_1840
1814,english,158.0,200.0,0.79,industrial_1760_1840
1814,latin,15.0,200.0,0.075,industrial_1760_1840
1814,mixed,27.0,200.0,0.135,industrial_1760_1840
1815,english,97.0,143.0,0.6783216783216783,industrial_1760_1840
1815,latin,17.0,143.0,0.11888111888111888,industrial_1760_1840
1815,mixed,29.0,143.0,0.20279720279720279,industrial_1760_1840
1816,english,125.0,155.0,0.8064516129032258,industrial_1760_1840
