year,eff_income_sources,new_income_share,mean_horizon_yrs,multiyear_share,invest_spend_share,sec_income_share,rows_per_page,sections_per_page,subtotal_ratio,sig_per_page,person_share,latin_share,arrears_share,distinct_persons_per_page,persons_per_row,pages_per_year,rows_per_year,institutional_pay_share
1810,2.159786815336392,0.629030361434309,0.9844657438327978,0.0,0.0,0.016003999838566332,30.88888888888889,4.666666666666667,0.09859154929577464,0.6666666666666666,0.34172661870503596,0.36619718309859156,0.09859154929577464,8.444444444444445,0.2733812949640288,9.0,278.0,0.8429630004576323
1811,1.9455511755371773,0.6828261537564654,1.1588498460164949,0.0512977824396133,0.022682163721901873,0.009357163725668577,35.142857142857146,3.4285714285714284,0.06763285024154589,0.8571428571428571,0.4065040650406504,0.2753623188405797,0.14009661835748793,12.857142857142858,0.36585365853658536,7.0,246.0,0.6302794484051871
1812,2.1847545455421864,0.5872667334408672,1.016863154047349,0.015616998562192475,0.00014163809970456652,0.006927148794967878,36.57142857142857,3.5714285714285716,0.06944444444444445,0.8571428571428571,0.44921875,0.3055555555555556,0.032407407407407406,13.857142857142858,0.37890625,7.0,256.0,0.6930771231256067
1813,2.72570789476225,0.5067884160433346,1.030822630875885,0.02870363082508704,0.0,0.009776189701397818,34.857142857142854,3.5714285714285716,0.08415841584158416,0.8571428571428571,0.4344262295081967,0.32673267326732675,0.23267326732673269,13.285714285714286,0.38114754098360654,7.0,244.0,0.38252010596349795
1814,3.285305451081389,0.5599988515255478,0.9571323189628492,0.0014944229407699778,0.0013977471760207528,0.007636271640211125,34.57142857142857,3.4285714285714284,0.09,0.8571428571428571,0.4049586776859504,0.21,0.105,11.714285714285714,0.33884297520661155,7.0,242.0,0.6730848213930836
1815,3.610775873384769,0.46367927475676013,1.0386342776324258,0.016462357056765735,0.004848924304018142,0.014934514143847027,34.0,3.0,0.07692307692307693,0.0,0.4117647058823529,0.32167832167832167,0.09090909090909091,11.4,0.3352941176470588,5.0,170.0,0.30462445135262306
1816,2.6411482071558656,0.8465315286953627,1.1548635453796967,0.16418556152105426,0.0,0.06989696563572338,37.2,3.0,0.1032258064516129,1.2,0.4032258064516129,0.1935483870967742,0.04516129032258064,14.0,0.3763440860215054,5.0,186.0,0.6062542801293835
1817,3.168207495517611,0.40512297650715207,0.9974495472470533,0.008759763976758187,0.03021439686036277,0.0017578984575068856,36.81818181818182,3.6363636363636362,0.06764705882352941,1.0909090909090908,0.4962962962962963,0.2735294117647059,0.020588235294117647,15.454545454545455,0.41975308641975306,11.0,405.0,0.5544494424904973
1818,2.5427071016548903,0.282749675022021,,0.0,0.0,0.0716633989836748,31.333333333333332,6.666666666666667,0.12307692307692308,0.0,0.24468085106382978,0.4,0.38461538461538464,6.0,0.19148936170212766,3.0,94.0,
1819,2.734734867555179,0.48004928745653297,0.9684093251710819,0.0006270360788348575,0.1903536997173294,0.0,31.333333333333332,3.5,0.056962025316455694,1.0,0.40425531914893614,0.2911392405063291,0.25316455696202533,11.166666666666666,0.35638297872340424,6.0,188.0,0.7268344225337673
1820,3.5094531262301323,0.6187518165959857,1.0671353607502028,0.0697645757104358,0.0028795718493503197,0.0017601334016204158,23.8,3.4,0.10270270270270271,0.0,0.3319327731092437,0.33513513513513515,0.15675675675675677,7.0,0.29411764705882354,10.0,238.0,0.45781159726400744
1821,3.150696530136277,0.42686596688994455,0.9337227397727516,0.05610330640175659,0.0008658320295724042,0.0003546069762525029,25.09090909090909,3.8181818181818183,0.09389671361502347,0.0,0.40217391304347827,0.3051643192488263,0.1643192488262911,8.363636363636363,0.3333333333333333,11.0,276.0,0.6606927050693084
1822,2.775352229509642,0.45430180914350904,0.974855319499391,0.03699444482182974,0.001166598381891315,0.0006669688696927716,26.88888888888889,3.2222222222222223,0.09375,0.6666666666666666,0.4628099173553719,0.265625,0.13541666666666666,10.777777777777779,0.40082644628099173,9.0,242.0,0.5125800669963285
1823,3.5439788898780566,0.6498999465383951,0.7186188516267151,0.002728250254660963,0.02560186537244267,0.0009311569608233903,28.09090909090909,3.090909090909091,0.08695652173913043,0.5454545454545454,0.4919093851132686,0.22134387351778656,0.16600790513833993,11.545454545454545,0.4110032362459547,11.0,309.0,0.5382022258366328
1824,3.9568812177839976,0.62107320731936,0.8905467789801853,0.0353969110451619,0.0044600285058214156,0.0206010436627899,27.363636363636363,3.909090909090909,0.06198347107438017,0.5454545454545454,0.4019933554817276,0.3305785123966942,0.02066115702479339,9.545454545454545,0.3488372093023256,11.0,301.0,0.5157286718970253
1825,3.288754750154551,0.7002524125590984,0.8967133728088175,0.09396494107990853,0.023121797980817614,0.002119020760915305,22.25,3.0,0.09523809523809523,0.5,0.3857677902621723,0.2619047619047619,0.20952380952380953,7.0,0.3146067415730337,12.0,267.0,0.7019323185938551
1826,3.259922700056431,0.7355723964471719,0.7520480607891411,0.0,0.05705086805784057,0.0009452759602549895,25.3,3.7,0.09090909090909091,0.6,0.35177865612648224,0.26262626262626265,0.22727272727272727,7.5,0.2964426877470356,10.0,253.0,0.6556958811975793
1827,2.986774511712849,0.401824610771659,0.9101708465856754,0.039418113561708115,0.0032565229756701714,0.00678359984507276,23.75,3.0,0.08771929824561403,0.5,0.43508771929824563,0.2412280701754386,0.09210526315789473,8.666666666666666,0.3649122807017544,12.0,285.0,0.5644661772536586
