year,rank,term,tfidf
1827,5,mr,0.16068190422712286
1827,6,ad fest,0.13372291769968866
1827,7,fest,0.1316300522211751
1827,8,ad,0.12051305128106753
1827,9,eidem ad,0.11386689291084838
1827,10,rectory,0.10664049026947657
1827,11,comm pro,0.10510739267386579
1827,12,wt,0.10239710740778238
1827,13,mich 1826,0.10002600383277228
1827,14,supr,0.09994535615714932
1827,15,kidlington,0.09340322527422829
1828,1,1827,0.5573407273519324
1828,2,yrs,0.27455194316693804
1828,3,mr,0.2381114726531438
1828,4,1828,0.23383334469589154
1828,5,1820,0.19075927878978335
1828,6,acct,0.15773891075187677
1828,7,ad,0.13330170013252335
1828,8,ad fest,0.13234354701423384
1828,9,fest,0.1302722697371993
1828,10,rectory,0.11919865821550449
1828,11,kidlington,0.11072997735532535
1828,12,mich,0.1028206932585164
1828,13,dno,0.0973583855644625
1828,14,newington,0.07951321127410105
1828,15,ut supr,0.07342813775281022
1829,1,1829,0.5473620891085375
1829,2,years,0.3404166884274189
1829,3,mr,0.17517544705036692
1829,4,whittenham,0.14846435569496474
1829,5,rectory,0.13951138291381465
1829,6,ad fest,0.1184501126701032
1829,7,fest,0.11659627821900316
1829,8,ad,0.11496043545301189
1829,9,mich,0.0925711059774775
1829,10,vicarage,0.09085007484606836
1829,11,forward,0.0870815100683278
1829,12,ut supr,0.08594107682118324
1829,13,dno rectori,0.08529145474282973
1829,14,kidlington,0.08331399537972975
1829,15,carried,0.08177436560312268
1830,1,1830,0.48448547044480855
1830,2,1829,0.46785746387935584
1830,3,xmas 1829,0.23109729731851827
1830,4,bt,0.17925105887453324
1830,5,yr,0.17044667641270303
1830,6,mr,0.12250728260562159
1830,7,rectory,0.11179432755380818
1830,8,ad,0.11054516964857479
1830,9,year,0.1099782913080757
1830,10,ut super,0.09452854274545432
1830,11,eid,0.08772327447737921
1830,12,eid ad,0.08772327447737921
1830,13,qr,0.0837369853882644
1830,14,ridlington,0.08264035256600967
1830,15,whittenham,0.08157846317123033
1831,1,1830,0.5473248765851347
1831,2,1831,0.5017144702030402
1831,3,years,0.23283689586030934
1831,4,mich 1830,0.19891154236229316
1831,5,year,0.19523876131980197
1831,6,mich 1831,0.1740475995670065
1831,7,rectory year,0.1302014724327643
1831,8,mich,0.11396957155978238
1831,9,rectory,0.09261591563333128
1831,10,ad,0.08920232320963965
1831,11,eid,0.08809002687672737
1831,12,eid ad,0.08809002687672737
1831,13,mr,0.08073152033836942
1831,14,1829,0.06606752015754552
1831,15,dno,0.06418472917689999
1832,1,1832,0.6502391443744117
1832,2,1831,0.393438933483993
1832,3,year,0.2161469298446725
1832,4,years,0.215441341256326
1832,5,mich 1831,0.12616371507070753
1832,6,mich 1832,0.1204146563656318
1832,7,1830,0.115717333377645
1832,8,mich,0.10205298684490356
1832,9,eid,0.0893966427042552
1832,10,eid ad,0.0893966427042552
1832,11,rectory year,0.0880884773855888
1832,12,rectory,0.0854451479629905
1832,13,ad,0.08449040826932909
1832,14,michs,0.07869960812536975
1832,15,mich 1830,0.07569822904242453
1833,1,1833,0.5313292790105594
1833,2,1832,0.4781963511095034
1833,3,mich 1833,0.16700909454643104
1833,4,1831,0.15318070698771802
1833,5,mr,0.148477895975986
1833,6,year,0.13908819515603085
1833,7,mich,0.13509254161685172
1833,8,mich 1832,0.13283231975263984
1833,9,years,0.12266247955860175
1833,10,mich 1831,0.11133939636428736
1833,11,ad,0.09320341282363899
1833,12,contract,0.09290154628600335
1833,13,dno,0.0821187884250028
1833,14,rectory year,0.0809771082397447
1833,15,acc,0.07303107344126546
1834,1,1834,0.43098317033386496
1834,2,1833,0.4128154260055241
1834,3,years,0.20102853284735667
1834,4,year,0.19940445314642288
1834,5,rectory,0.15561910603276696
1834,6,1832,0.15480578475207155
1834,7,yrs,0.14300917860379547
1834,8,acct,0.12921418396273915
1834,9,yr,0.11962886280890653
1834,10,mich,0.11662214692424351
1834,11,kidlington,0.11662214692424351
1834,12,rectory year,0.1101013087771835
1834,13,mich 1833,0.10813120544314984
1834,14,mr,0.10658229613894304
1834,15,ad fest,0.10043978135675617
1835,1,1834,0.5035631091842461
1835,2,1835,0.49329799433238886
1835,3,mich 1835,0.20673997495097685
1835,4,mich 1834,0.19731919773295553
1835,5,mich,0.19510234978567717
1835,6,yr,0.17154207242374248
1835,7,years,0.17082388700311024
1835,8,mr,0.14384368874403633
1835,9,1833,0.12332449858309721
1835,10,year,0.11683425109956276
1835,11,qrs,0.0915569289425902
1835,12,rectory,0.0875099456074345
1835,13,dno,0.08577103621187124
1835,14,mich 1833,0.07752749060661633
1835,15,dno rectori,0.07703991308512982
1836,1,1835,0.4861754680722199
1836,2,1836,0.460587285542103
1836,3,year,0.357243792481089
1836,4,mich 1835,0.21447888603223708
1836,5,mr,0.1927530903834305
1836,6,rectory year,0.15599042689747472
1836,7,mich,0.15180422165896967
1836,8,years,0.10337737013434445
1836,9,rectory,0.09986428227333535
1836,10,hillington,0.0928762877475244
1836,11,year long,0.07980466877646186
1836,12,dno,0.0790948524908697
1836,13,1834,0.07123813911459015
1836,14,dayman,0.05872032401744148
1836,15,ad,0.05771011984405945
1837,1,1837,0.49594302665598083
1837,2,1836,0.46175120992821606
1837,3,year,0.25732379127998695
1837,4,years,0.2194699961825681
1837,5,mr,0.19140678759614566
1837,6,dio,0.18506859663415215
1837,7,rectory,0.1349165466165797
1837,8,mich,0.12277338161172761
1837,9,rectory year,0.11590860188187611
1837,10,ut super,0.08148550763439107
1837,11,eodem,0.07830679368252329
1837,12,1834,0.07561922933043426
1837,13,little,0.0748560588252713
1837,14,yr,0.07346423391654257
1837,15,portrait,0.07123764827370276
1838,1,1838,0.5629242580652324
1838,2,yr,0.28668966222041
1838,3,1837,0.26269798709710845
1838,4,duo,0.238982927623177
1838,5,duo rectori,0.16366459804059424
1838,6,rectory yr,0.13675566600597128
1838,7,mr,0.13285193678021576
1838,8,ut super,0.11715501751770956
1838,9,rectori,0.0985472770289157
1838,10,ad,0.09786100359996247
1838,11,rectory,0.09698749410271369
1838,12,super,0.09313701231509605
1838,13,builder,0.0864792332006398
1838,14,yr kidlington,0.08118245078936134
1838,15,repairs,0.07313591008028476
1839,1,1839,0.6063684104439908
1839,2,1838,0.3265060671621489
1839,3,yr,0.29068635145409616
1839,4,yrs,0.22764151092233087
1839,5,mr,0.13563513548977402
1839,6,rectory,0.12054529086164333
1839,7,late rector,0.10914035184587281
1839,8,michs,0.09252395033867382
1839,9,repairs,0.09090027157235565
1839,10,kidlington,0.08912768382511019
1839,11,dno,0.07501583263331513
1839,12,office,0.07314862643372325
1839,13,domus,0.07227593423126086
1839,14,rectory yr,0.07082206701055449
1839,15,1840,0.06996558582046049
1840,1,yr,0.33112126072492415
1840,2,1840,0.2864504382073072
1840,3,1yr,0.2766191841083661
1840,4,1839,0.2506441334313938
1840,5,ad festum,0.24175654535821542
1840,6,festum,0.2367441381790763
1840,7,mr,0.17202606466227421
1840,8,repairs,0.1674721942777254
1840,9,rectory,0.14541566126318084
1840,10,dno,0.12956918897931816
1840,11,journey,0.10988933879918883
1840,12,rectory yr,0.10873387908510129
1840,13,festum st,0.10373219404063728
1840,14,ad,0.1027077344085976
1840,15,dno rectori,0.09698300166678586
1841,1,1841,0.48511330870848907
1841,2,1840,0.36259163972632596
1841,3,gr,0.3152033404073053
1841,4,yr,0.18743987360422584
1841,5,ad festum,0.17486725301711717
1841,6,festum,0.17124168055073122
1841,7,rectory,0.1338680014576991
1841,8,mr,0.13097876639433706
1841,9,small livings,0.12608133616292214
1841,10,livings,0.11205292539160193
1841,11,redlington,0.10720445612837658
1841,12,dno,0.09371993680211292
1841,13,small,0.09063520996944342
1841,14,ad,0.08779788684047803
1841,15,bursar incrementum,0.08576356490270125
1842,1,1842,0.4974853974026754
1842,2,1841,0.33915418743014003
1842,3,yr,0.301400392096097
1842,4,mr,0.1813092996078967
1842,5,rectory,0.18049555138397924
1842,6,ad festum,0.18004655307164918
1842,7,festum,0.17631359670491095
1842,8,rectory yr,0.13856376122174263
1842,9,1yr,0.1258951635558452
1842,10,stipend,0.09043484519656404
1842,11,st,0.09043484519656404
1842,12,dno rectori,0.08827797606541739
1842,13,provisional,0.08268760631539086
1842,14,yr vicarage,0.0809451044091532
1842,15,wittenham rectory,0.07679223239974949
1843,1,yr,0.46214044093328815
1843,2,1843,0.3792404703643733
1843,3,1842,0.27508629368009263
1843,4,mr,0.19139707845690074
1843,5,rectory,0.14490301428354563
1843,6,rectory yr,0.1362121196342611
1843,7,stipend,0.13223878843613857
1843,8,augment,0.1127182377191111
1843,9,kidlington,0.10713707644699624
1843,10,bur,0.09938364927811898
1843,11,tew,0.09655755571991344
1843,12,ad,0.09503524600635041
1843,13,property tax,0.09440938067114563
1843,14,st,0.09334502713139192
1843,15,ad fest,0.08922895308340045
1844,1,1844,0.5547184977929848
1844,2,yr,0.38506795654236425
1844,3,1843,0.3425794388960637
1844,4,rectory yr,0.16359331689117504
1844,5,ad fest,0.11257805702189276
1844,6,fest,0.11081612471266529
1844,7,rectory,0.11049602843222056
1844,8,ad,0.10926137735078204
1844,9,provisional stipend,0.1060992280035117
1844,10,provisional,0.1012396375241485
1844,11,mr,0.0983812138637935
1844,12,late,0.09765237901600851
1844,13,fest st,0.0952919794601966
1844,14,kidlington,0.08798197834000474
1844,15,dna,0.08389890613721446
1845,1,1845,0.4315795933034609
1845,2,qr,0.4190701933422894
1845,3,jn,0.33117485178295747
1845,4,1844,0.1739172548338574
1845,5,fest sti,0.1327937210164495
1845,6,rectory,0.1295651774418219
1845,7,ad fest,0.1200059251906992
1845,8,colman,0.11943970772783874
1845,9,fest,0.11812774108905753
1845,10,yr,0.11544598989729954
1845,11,ad,0.10815109680015873
1845,12,kidlington,0.1031657046596725
1845,13,farm,0.09622708499377115
1845,14,allowance,0.09400298756786087
1845,15,sti,0.09201927454728492
1846,1,yr,0.3530587483508747
1846,2,mr,0.25100010991536253
1846,3,kidlington,0.16835139580982125
1846,4,fest sti,0.15891333395991797
1846,5,dn,0.14747289663207758
1846,6,rectory,0.140954325487873
1846,7,ad,0.13937934208922723
1846,8,ad fest,0.12151637936080646
1846,9,fest,0.1196145555013441
1846,10,1845,0.11918500046993848
1846,11,sti,0.11011883389479438
1846,12,gulielmum,0.10719950847607015
1846,13,colman,0.10719950847607015
1846,14,stipend,0.10593487629645815
1846,15,expense,0.10419594096503075
1847,1,yr,0.3096348191846289
1847,2,ad festum,0.2836138057422226
1847,3,festum,0.2777335600847622
1847,4,mr,0.2336751126602964
1847,5,rectory,0.1421605395221865
1847,6,ad,0.14057207823222603
1847,7,coal,0.12259951243866098
1847,8,michaelis,0.11449324547344607
1847,9,dna,0.10794156071504332
1847,10,order,0.10615724125016003
1847,11,little pew,0.1050875958034013
1847,12,dno rectori,0.10429324664092778
1847,13,mr hastings,0.10237782101679008
1847,14,kidlington,0.1018752358601287
1847,15,eidem ad,0.10119595217549064
1848,1,yr,0.31442257903042664
1848,2,mr,0.24900628043639014
1848,3,kidlington,0.2043466509502808
1848,4,rectory,0.1710918059921563
1848,5,ad festum,0.15999956279129487
1848,6,festum,0.15668224637280498
1848,7,chancel,0.14794463526904644
1848,8,domes,0.14481723087975318
1848,9,dno rectori,0.14120785541561293
1848,10,rectory yr,0.14072640554641846
1848,11,ad,0.13594827454463054
1848,12,deposit,0.12861384283767419
1848,13,rectori,0.12676078145146927
1848,14,dna,0.12178957562534344
1848,15,stipend,0.12054828692102668
1849,1,yr,0.46127279854851677
1849,2,1829,0.33236262293118274
1849,3,mr,0.22240566675996973
1849,4,rectory yr,0.18580706514340206
1849,5,rectory,0.15530610992947705
1849,6,provisional stipend,0.13556931824562635
1849,7,provisional,0.12935992934961665
1849,8,dr,0.11923493274710366
1849,9,qrs,0.11078754097706091
1849,10,gulielmum,0.1073767470429331
1849,11,eidem,0.10268302303773444
1849,12,eidem ad,0.10050321038331876
1849,13,draining,0.09194410718227466
1849,14,cottages,0.09010272095621716
1849,15,ad fest,0.0885216645533142
1850,1,1850,0.4700346420005179
1850,2,yr,0.29529059846236844
1850,3,duo,0.1870759918300457
1850,4,1849,0.18341804846034832
1850,5,ded,0.18038549621262465
1850,6,mr,0.17827985636738294
1850,7,tax ded,0.15621606441771618
1850,8,1yr,0.14184456304483156
1850,9,campfield,0.13018005368143018
1850,10,rectory,0.1301517835353015
1850,11,duo rectori,0.12811675424023286
1850,12,rectory yr,0.1248944954466214
1850,13,tax,0.11913543497583022
1850,14,provisional stipend,0.10414404294514412
1850,15,provisional,0.09937400447170808
1851,1,1851,0.33017453088759807
1851,2,qr,0.2608747659007943
1851,3,1850,0.23583895063399862
1851,4,downes,0.18219578510998627
1851,5,dno,0.15171734825097136
1851,6,ad fest,0.1501277363297503
1851,7,fest,0.14777812294906162
1851,8,ad,0.14759706983455365
1851,9,stipend,0.13087752663809976
1851,10,st michaelis,0.12872915432562432
1851,11,eidem,0.12665061771499536
1851,12,eidem ad,0.12396200755318451
1851,13,pr,0.12058611481340464
1851,14,repair,0.11706016360925428
1851,15,rectori stipend,0.11060225326757273
1852,1,1852,0.40882883405514336
1852,2,1851,0.29466045026800947
1852,3,yr,0.2501109274374776
1852,4,mr,0.24836005243900602
1852,5,rectory,0.1571381675800774
1852,6,bills,0.1378241704359038
1852,7,ridlington,0.11913776870705153
1852,8,dno,0.11847359720722621
1852,9,provisional,0.11074962012896412
1852,10,little tew,0.10942795636120317
1852,11,ad,0.10244990146117566
1852,12,repairs,0.10208719858256118
1852,13,tew,0.10023576031702094
1852,14,rectory yr,0.09942250850673898
1852,15,mich,0.09624659785082758
1853,1,1853,0.39676448848872264
1853,2,yr,0.3804090699938951
1853,3,1852,0.3175926008990092
1853,4,duo rectori,0.26620455428097706
1853,5,duo,0.2221209700128355
1853,6,mr,0.2083695990070737
1853,7,rectory,0.11268041447283522
1853,8,rectory yr,0.11121825229879007
1853,9,rectori,0.10685973741891994
1853,10,sidlington,0.10560608009175834
1853,11,provisional,0.1032410348060453
1853,12,eidem,0.08195042783903705
1853,13,instalment,0.08021073831341152
1853,14,xtmas,0.07920456006881875
1853,15,vicarage yr,0.07920456006881875
1854,1,1854,0.4791287185492033
1854,2,1853,0.3685605527301564
1854,3,rectory,0.13607171044365574
1854,4,mas,0.13025702431679562
1854,5,mich mas,0.12467281257133012
1854,6,mich,0.1191811533489935
1854,7,yr,0.11854918277878101
1854,8,little jew,0.11523012487381394
1854,9,manor farm,0.11505646823564651
1854,10,lady day,0.10373053493143339
1854,11,manor,0.10348615004590982
1854,12,jew,0.10331835292564706
1854,13,newington yr,0.10058662520163472
1854,14,eidem,0.09896249441233151
1854,15,ad test,0.09686166322085726
1855,1,1855,0.5839816163452219
1855,2,1854,0.3825912984068988
1855,3,money,0.21676176982059603
1855,4,money corn,0.18579020023479237
1855,5,manor farm,0.10616582870559563
1855,6,farm,0.1025754144005249
1855,7,lady day,0.10255186343291363
1855,8,corn,0.10118023519095787
1855,9,benson,0.1002539653625486
1855,10,int,0.09757305888251408
1855,11,manor,0.09548957175248803
1855,12,lady,0.09416788637026983
1855,13,collins,0.09334473128929938
1855,14,1000,0.08825581088439964
1855,15,dno,0.0820414907463309
1856,1,1856,0.6090751345065635
1856,2,1855,0.342604763159942
1856,3,money corn,0.2179952442586852
1856,4,money,0.14836234826876768
1856,5,corn,0.11719687282008343
1856,6,stip,0.11153965251259577
1856,7,yr,0.09826810976480184
1856,8,new buildings,0.09655424728357226
1856,9,final,0.09283262853827735
1856,10,farm,0.08775953301001468
1856,11,dr,0.08709063762598425
1856,12,draining,0.08394636051667763
1856,13,ad,0.08194232928160408
1856,14,new,0.08184607654224278
1856,15,brought forward,0.08045776426958208
1857,1,1857,0.4047769605038251
1857,2,symon,0.3734638264304704
1857,3,1856,0.3734638264304704
1857,4,new building,0.22530505539842566
1857,5,new,0.17843621695076922
1857,6,building fund,0.15754080798633413
1857,7,building,0.15517747216932973
1857,8,kedington,0.12874574594195753
1857,9,fund,0.12418385413938215
1857,10,mich,0.12307467982532333
1857,11,st,0.11616685076894279
1857,12,lady,0.11241362732644482
1857,13,school,0.11203598483705432
1857,14,1858,0.11026153675159811
1857,15,dew,0.10387268744706724
1858,1,1858,0.592164827132097
1858,2,1857,0.32608108761960797
1858,3,consols,0.16856120821903708
1858,4,kidd,0.15304905777892094
1858,5,1859,0.12264216219833272
1858,6,newton,0.11433176482366042
1858,7,fund,0.11433176482366042
1858,8,furniture,0.11372900498685827
1858,9,new building,0.10371527275390595
1858,10,thatching,0.10257735259378284
1858,11,building fund,0.10152964822644879
1858,12,drawing,0.09585990388976391
1858,13,new,0.09583001895103382
1858,14,school,0.08595636928104154
1858,15,jones,0.0835271228652129
1859,1,1859,0.3627606025778191
1859,2,1860,0.31457181065981593
1859,3,1858,0.23354020690800673
1859,4,school,0.15254909285780388
1859,5,thatching,0.15170566781749037
1859,6,brought forward,0.1393227343504199
1859,7,forward,0.1253968638093854
1859,8,south newton,0.1253968638093854
1859,9,rooms,0.12216445801851618
1859,10,porter,0.11506137486001172
1859,11,newton,0.11272648589409923
1859,12,damage,0.11000413033027673
1859,13,14 13,0.11000413033027673
1859,14,fixtures,0.10460160512906207
1859,15,michael,0.10279761190798639
1860,1,1860,0.5014676100117526
1860,2,1859,0.26285758813711557
1860,3,1861,0.23882254632844757
1860,4,symon,0.14329352779706855
1860,5,brought forward,0.13460498067239193
1860,6,fund,0.12252300273541593
1860,7,room,0.12176672048157097
1860,8,forward,0.12115066868403024
1860,9,bursar,0.11595230891273603
1860,10,repayment,0.11376719427875347
1860,11,mich mas,0.11114589779079025
1860,12,choir,0.10272773524153342
1860,13,gas company,0.10095373550429394
1860,14,michs,0.09931667382611092
1860,15,building,0.09923284777137781
1861,1,1861,0.3684487210653556
1861,2,60,0.25671944753340914
1861,3,fund,0.24753280301262476
1861,4,bile,0.2088701651296621
1861,5,1862,0.20094809175104117
1861,6,chapel,0.15223485425017202
1861,7,1860,0.15071106881328086
1861,8,dioc,0.13175719735644187
1861,9,mich,0.11353741359472691
1861,10,broad st,0.11320390464914266
1861,11,newton,0.11251491046028397
1861,12,furniture,0.10744485995879612
1861,13,broad,0.10293499001567338
1861,14,school,0.10150851646239312
1861,15,jones,0.09863974476048343
1862,1,1862,0.5101410319797784
1862,2,1863,0.15304230959393353
1862,3,repair,0.121667033776221
1862,4,wall,0.11932745527699687
1862,5,newton,0.1142553224271148
1862,6,1861,0.10689942528116234
1862,7,chapel,0.10305977691219227
1862,8,christmas,0.10167803239675231
1862,9,south newton,0.10167803239675231
1862,10,jones,0.1001655318004765
1862,11,church,0.0993644092022085
1862,12,midr,0.09905703653817127
1862,13,stamps comm,0.08689681847869112
1862,14,bracher,0.08689681847869112
1862,15,room rent,0.08578009476497382
1863,1,1863,0.32434940476898816
1863,2,63,0.31169667659497785
1863,3,kedington,0.21966144737711865
1863,4,61,0.19448810185087773
1863,5,jones,0.15921396526255865
1863,6,1864,0.15584833829748893
1863,7,inn,0.15209568352274483
1863,8,bile,0.14983839445736452
1863,9,brought forward,0.1197109966257569
1863,10,nunney,0.11772766046438414
1863,11,stamps,0.11215843054822543
1863,12,school,0.10922962444898711
1863,13,chapel,0.10920959499953634
1863,14,1862,0.10811646825632938
1863,15,forward,0.10774539855505347
1864,1,1864,0.39053735804179385
1864,2,1865,0.2433103520512258
1864,3,1863,0.1741673452784899
1864,4,hollis,0.15665271412358078
1864,5,newton,0.15603172412022168
1864,6,farm,0.14023099393027508
1864,7,chapel,0.13683311342890467
1864,8,school,0.11730703640166182
1864,9,jones,0.11399177657724448
1864,10,self,0.11132388234777196
1864,11,room,0.11076329058350262
1864,12,cent rents,0.0988915302424342
1864,13,stamps comm,0.0988915302424342
1864,14,room rent,0.09762066073488603
1864,15,fest,0.09534276128185487
1865,1,1865,0.31800708570194813
1865,2,1866,0.21839508338552827
1865,3,19,0.21242851508701813
1865,4,frieze farm,0.20680226430402968
1865,5,frieze,0.20680226430402968
1865,6,improvement,0.16899925903013688
1865,7,farm,0.1466257373067812
1865,8,14,0.14225750817144062
1865,9,kid,0.1393030667602701
1865,10,newton,0.13595583705120606
1865,11,bracher,0.10340113215201484
1865,12,mich,0.10289352343671448
1865,13,gile,0.10092534097501418
1865,14,fest,0.09969053401109969
1865,15,eidem,0.09398180330734855
1866,1,1866,0.28793169464834967
1866,2,1867,0.22360532463015406
1866,3,15 10,0.20509075751885247
1866,4,badger,0.19195446309889977
1866,5,1865,0.16770399347261555
1866,6,newton,0.1672943411659107
1866,7,1864,0.15381806813913937
1866,8,warre,0.14853888433914914
1866,9,improvement,0.14853888433914914
1866,10,11,0.14128038399208817
1866,11,jones,0.1309498752921759
1866,12,colby,0.12022770117573406
1866,13,st,0.11381398623189157
1866,14,school,0.10780666640304892
1866,15,10,0.10663466877456566
1867,1,1866,0.2347446304467562
1867,2,1867,0.16407062940502162
1867,3,1868,0.16407062940502162
1867,4,miss jones,0.16279585032465277
1867,5,composition,0.1591046901053616
1867,6,jones,0.15373536203743185
1867,7,19,0.14207286577743214
1867,8,honour,0.14084677826805372
1867,9,newton,0.1402884448756249
1867,10,miss,0.13345537620757847
1867,11,rector,0.12737128431912578
1867,12,masters composition,0.12726169623059708
1867,13,colby,0.11762292713108578
1867,14,masters,0.11762292713108578
1867,15,gas company,0.11559170312587164
1868,1,1868,0.2504336409476798
1868,2,newton,0.21413306062453202
1868,3,1867,0.18782523071075988
1868,4,warre,0.1663606789725926
1868,5,cole,0.15158117531494106
1868,6,jones,0.14666132886283598
1868,7,farm,0.14433647433248967
1868,8,repair,0.1425148833669766
1868,9,robey,0.13013503004573201
1868,10,1869,0.1252168204738399
1868,11,school,0.12074138230117355
1868,12,10,0.1194287676138061
1868,13,donation,0.1191007331916965
1868,14,compos,0.11090711931506175
1868,15,hollis,0.10749264394648463
1869,1,1869,0.28507910033564
1869,2,1870,0.28507910033564
1869,3,self,0.20289841869873151
1869,4,hammond,0.19311350184826523
1869,5,1868,0.19005273355709332
1869,6,carried,0.14146072179297908
1869,7,braine,0.14143206104963926
1869,8,comm,0.13917225625166926
1869,9,colby,0.13624960732652286
1869,10,robey,0.13167835917535756
1869,11,osborne,0.1283480082003991
1869,12,warre,0.12625021812369336
1869,13,candy,0.12625021812369336
1869,14,badger,0.12236337783135609
1869,15,fund,0.1218783148381252
1870,1,fund,0.24010419414332176
1870,2,1869,0.20422362999477522
1870,3,impensa,0.18731387120658047
1870,4,bursar,0.1770606445521061
1870,5,drain,0.15197765569903304
1870,6,kid,0.14910033582213245
1870,7,caution fund,0.14910033582213245
1870,8,duke,0.1464087828298784
1870,9,cottages,0.13791801699821638
1870,10,collegii,0.13566380946111106
1870,11,self,0.12458693004774259
1870,12,fee fund,0.12152641650390641
1870,13,rate,0.11770351066767028
1870,14,osborne,0.11033441359857311
1870,15,colby,0.1098065871224088
1871,1,1871,0.2626298747976153
1871,2,frieze farm,0.24906885370901286
1871,3,frieze,0.24906885370901286
1871,4,farm,0.24218516355374445
1871,5,kedlington,0.2134875888934396
1871,6,fund,0.1871345328880958
1871,7,duke,0.15690038866081077
1871,8,honour,0.1503034470635294
1871,9,domus,0.13997157220996412
1871,10,rooms,0.1352015225496005
1871,11,returned,0.13351478899501407
1871,12,sheppard,0.13029466012100974
1871,13,local rate,0.12552031092864863
1871,14,impensa,0.1204420334319281
1871,15,osborne,0.11824094184564118
1872,1,hile,0.21553991935923636
1872,2,fund,0.21384269495088987
1872,3,rate,0.1793751595815284
1872,4,school,0.17148822227292146
1872,5,1871,0.16672936765088534
1872,6,imp coll,0.14767563815633494
1872,7,badger,0.14312917772946823
1872,8,returned,0.13561799918358539
1872,9,coll poor,0.13553161354908647
1872,10,fee fund,0.1322865042737239
1872,11,imp,0.12659866735283457
1872,12,suit,0.12659866735283457
1872,13,kid,0.12172638743516007
1872,14,queen st,0.11952898780805109
1872,15,local rate,0.11952898780805109
1873,1,pipes,0.1968694093253009
1873,2,rate,0.18015676771254577
1873,3,sale,0.1607880281527476
1873,4,cottages,0.14614411315674208
1873,5,cottage,0.14490081636207963
1873,6,compos,0.13310690166924877
1873,7,whitehead,0.13166116620317858
1873,8,local rate,0.1292844243675293
1873,9,fund,0.12849755913195948
1873,10,comm,0.12576920501857541
1873,11,domus battels,0.11656567546331048
1873,12,local,0.1143524756902032
1873,13,est charges,0.11410925036228671
1873,14,imp,0.11410925036228671
1873,15,brought,0.11319228451671787
1876,1,1876,0.3262648087696873
1876,2,howse,0.20641390519714703
1876,3,hutt,0.2000590814547206
1876,4,rate,0.17192363780202327
1876,5,witnam,0.17014329045548446
1876,6,domus,0.1490455992230839
1876,7,rowles,0.13365749674487448
1876,8,local rate,0.13365749674487448
1876,9,robey,0.12917321530823025
1876,10,cottages,0.12590622332690254
1876,11,school,0.12584144480911863
1876,12,newton,0.11955961406705971
1876,13,local,0.11822047181710137
1876,14,brought,0.11702103693736117
1876,15,comm,0.11702103693736117
1877,1,rate,0.28431822112661437
1877,2,bartlett,0.24522510046563797
1877,3,newton,0.19772136760667655
1877,4,bryan,0.18852718138884558
1877,5,local rate,0.1841964170865347
1877,6,fund,0.17575232676149025
1877,7,kedlington,0.16708541133328023
1877,8,local,0.1629223041379816
1877,9,witnam,0.15006612097443775
1877,10,rent,0.13109551012357545
1877,11,domus,0.12780637887212973
1877,12,bursar,0.12474527821188766
1877,13,estate,0.12235425356093856
1877,14,fee fund,0.12231359386353595
1877,15,tithe,0.11216848827787042
1878,1,bartlett,0.3085543310029338
1878,2,rate,0.25553087564121946
1878,3,messrs,0.20368999881445224
1878,4,bryan,0.16943872099217078
1878,5,brain,0.16362342138677077
1878,6,thatching,0.1328604223053576
1878,7,local rate,0.13243715879085197
1878,8,domus,0.1312753446324802
1878,9,farm,0.12776543782060973
1878,10,bursar domus,0.12271756604007807
1878,11,school rate,0.12271756604007807
1878,12,newton,0.11846799452930332
1878,13,local,0.11714107909903904
1878,14,14 13,0.1156069809752684
1878,15,ret,0.1156069809752684
1879,1,rate,0.24135792515329002
1879,2,domus,0.18599129004335202
1879,3,15 10,0.17459001647598976
1879,4,allowance,0.17147593992468615
1879,5,local rate,0.17057941065605453
1879,6,brain,0.16859791946313213
1879,7,int,0.1669727137239402
1879,8,2nd 3rd,0.16340732893336768
1879,9,14 13,0.15882890361008783
1879,10,local,0.1508780195736771
1879,11,bursar,0.11552328962790076
1879,12,church,0.11058365993481202
1879,13,rent,0.11036733706847428
1879,14,est charges,0.10840111572717843
1879,15,repair,0.10832358182501321
1880,1,1880,0.35442373256212634
1880,2,rate,0.23345230541116144
1880,3,int,0.1776539197059318
1880,4,domus,0.16190927179000147
1880,5,kedington,0.15709111045233867
1880,6,sun,0.1451930689670809
1880,7,local rate,0.1451930689670809
1880,8,15 10,0.13931887466848286
1880,9,local,0.12842372134670013
1880,10,14 13,0.12674186395319734
1880,11,boase,0.12674186395319734
1880,12,campfield,0.12347371508440984
1880,13,cottage,0.12204831127010307
1880,14,cent,0.11230483806297634
1880,15,honor,0.1108967043691243
1881,1,rate,0.2654278717803439
1881,2,domus,0.18992970097032033
1881,3,field,0.1473927833893189
1881,4,poor rate,0.14354884937634874
1881,5,fee fund,0.13049939719097242
1881,6,local,0.13036937559874892
1881,7,poor,0.12384967623344244
1881,8,1880,0.12335771943590297
1881,9,fund,0.12305639223867662
1881,10,comm,0.12044356895852534
1881,11,witnam,0.12008194085810787
1881,12,duke,0.11791422671145513
1881,13,sun,0.11791422671145513
1881,14,bursar,0.11408041829104112
1881,15,draining,0.11334596780817896
1882,1,rate,0.20728826877688356
1882,2,hull,0.18756223399423824
1882,3,10,0.18376838808153026
1882,4,june,0.15812782334675196
1882,5,fund,0.15376318297239738
1882,6,boase,0.1500497871953906
