year,balance_sheet,expenditure,income,total_real,era,yoy_pct_change
1854,0.0,52.37795621604346,0.0,52.37795621604346,early_industrial,-58.3193140050184
1855,0.0,0.7674787086551792,0.0,0.7674787086551792,early_industrial,-98.53472956163169
1856,0.0,4.10234503888758,0.0,4.10234503888758,early_industrial,434.52232519595856
1857,0.0,72.16314128783452,0.0,72.16314128783452,early_industrial,1659.0704975757665
1858,0.0,82.70191044660794,42.924683201978056,125.626593648586,early_industrial,74.08692499610532
1859,0.0,178.49992336283862,0.0,178.49992336283862,early_industrial,42.08768874379787
1860,0.0,223.51529836564043,54.285442797415435,277.8007411630559,late_industrial,55.63073413671302
1861,0.0,15.859016331752839,208.28394295175735,224.14295928351018,late_industrial,-19.31520472368039
1862,0.0,431.1098069900886,39.347194276771745,470.45700126686035,late_industrial,109.89149191690495
1863,0.0,192.88475020293706,107.9417570658992,300.8265072688363,late_industrial,-36.05653514375131
1864,0.0,299.57565957757805,0.0,299.57565957757805,late_industrial,-0.4158036812029975
1865,0.0,34.468874411871155,12.466069489685125,46.93494390155628,late_industrial,-84.3328580273385
1866,0.0,363.27704882770485,140.3930952893095,503.6701441170144,late_industrial,973.1239930177344
1867,0.0,29.614141629377084,0.2796718516940124,29.893813481071096,late_industrial,-94.06480335786469
1868,0.0,317.0013545844769,134.701991415101,451.7033459995779,late_industrial,1411.0261736449202
1869,0.0,39.529300006972036,0.2723453949661856,39.801645401938224,late_industrial,-91.18854315460939
1870,0.0,429.229274611399,1481.2953367875648,1910.5246113989638,late_industrial,4700.114648792703
1871,0.0,214.42898822548713,356.30492167691295,570.7339099024001,late_industrial,-70.12684858927383
1872,0.0,162.37950544844927,401.0918727298128,563.4713781782621,late_industrial,-1.2724899639098064
1873,0.0,304.6263126470692,1013.8727917676396,1318.4991044147087,late_industrial,133.99575479370367
1876,0.0,219.95999428489785,2553.9027896842404,2773.862783969138,late_industrial,110.38033129347298
1877,0.0,349.36864604662856,200.4088533247117,549.7774993713402,late_industrial,-80.18007586573334
1878,0.0,394.35427053977884,782.6071247922537,1176.9613953320325,late_industrial,114.07958613764015
