year,income,expenditure,trad_income,new_income,committed_exp,discretionary_exp,hi_spend,hi_share,arrears,balance_items,n_balance_rows,n_inc_rows,income_incomplete,observed
1855,4679.104773222421,6065.176891463656,479.43404634581105,4199.6707268766095,953.7792137056842,5111.397677757972,979.5275054466231,0.16150023700466917,996.1359922756982,7.937215290156466,2.0,95.0,False,True
1856,3039.2423305051457,1937.6288887579542,411.32944457537906,2627.9128859297666,999.4365720009428,938.1923167570114,539.3196637599183,0.2783400200570035,690.1827274334197,1142.1998978710033,2.0,66.0,False,True
1857,7867.325970939972,8632.055018308598,25.515172763040006,7841.810798176932,3085.4247010245026,5546.630317284095,746.3985382338047,0.08646823226342888,152.5602820303066,409.3919208445328,2.0,15.0,False,True
1858,3039.450046360686,6509.24436910833,501.1566025343842,2538.293443826302,591.6444521712255,5917.599916937104,415.29274841600983,0.06380045437945338,,1234.0888676402412,6.0,44.0,False,True
1859,31.62480361727401,8353.065007472122,3.034352607579415,28.590451009694597,1524.3490631107022,6828.715944361419,575.48760393915,0.0688953819255992,,2540.0093880522663,3.0,15.0,True,True
1860,2741.075161535538,3501.5084568605093,427.5988217407829,2313.476339794755,1359.2882934245533,2142.2201634359562,756.6894716837704,0.21610385381225852,,260.22424933485365,1.0,18.0,False,True
1861,4866.469575524949,5562.962740836908,520.692217957402,4345.7773575675465,1117.3850615263038,4445.577679310604,664.4817302626627,0.11944745295250642,,960.9180966358093,3.0,49.0,False,True
1862,983.5657463298307,4746.744355019003,472.8835978835979,510.6821484462329,714.7246907370146,4032.0196642819883,1493.1277479692972,0.3145582816969126,,1591.3268965645725,3.0,18.0,True,True
1863,3154.4304848350675,5515.992823407866,36.50560844218139,3117.9248763928863,811.5913954689692,4704.401427938897,785.6592686886577,0.14243297513996134,,899.217539295993,2.0,27.0,False,True
1864,4084.5803186435724,2403.7588841993716,38.75018270847036,4045.830135935102,975.6769348827012,1428.0819493166705,1114.4971177738798,0.46364763333785425,,,,24.0,False,True
1865,691.5897575099531,3422.8691639522262,665.497195077814,26.09256243213906,590.8749547593196,2831.9942091929065,2676.882012305465,0.7820579414769671,0.0,,,30.0,False,True
1866,1748.2164623216463,4308.62819961282,252.50501900050187,1495.7114433211445,671.0986233598622,3637.5295762529577,1650.446780669678,0.3830562081959148,,1466.7625654262565,1.0,20.0,False,True
1867,1069.3364230414093,4087.4107713616027,193.28654378862134,876.049879252788,868.1635769585907,3219.247194403012,883.9228638397612,0.216254962685169,0.0,0.19310675474110378,1.0,37.0,False,True
1868,1048.2746639926818,3535.8964886355643,266.4353317852368,781.839332207445,809.944761100556,2725.951727535008,465.60103089156297,0.13167835438283138,,2576.4790479206254,4.0,26.0,False,True
1869,726.2580178484277,1546.0459806177228,225.49545074252248,500.7625671059052,590.7117147737572,955.3342658439656,627.8323921076483,0.4060890814235666,,1450.7261817611377,1.0,31.0,False,True
1870,6879.443005181347,4937.774179620034,284.6761658031088,6594.766839378238,597.5841968911917,4340.189982728843,574.2789291882556,0.11630319822208775,,1448.8881692573402,1.0,44.0,False,True
1871,5490.928697335973,6064.963877600639,344.53637855579865,5146.392318780175,1226.3988746483276,4838.565002952311,538.2367753811956,0.08874525656600077,,,,50.0,False,True
1872,6708.070297219894,6547.2395396758875,263.4257561469684,6444.644541072926,746.6405595138307,5800.598980162057,417.72535973735677,0.06380175296870774,,,,34.0,False,True
1873,5117.107654620167,3671.1336178133674,334.47257050539105,4782.635084114776,2116.0595125206337,1555.0741052927337,967.6338109788221,0.2635790226440117,,,,83.0,False,True
1874,4806.3257316222835,3801.468525606111,256.1226087981361,4550.203122824148,2263.09968953964,1538.3688360664707,1085.965433684886,0.28566997894892165,,,,,False,False
1875,4495.543808624401,3931.803433398855,177.77264709088118,4317.77116153352,2410.139866558647,1521.663566840208,1204.29705639095,0.30629635402446687,,,,,False,False
1876,4184.761885626518,4062.1383411915986,99.42268538362623,4085.339200242892,2557.1800435776536,1504.958297613945,1322.628679097014,0.32559912243388306,,131.77998642663238,1.0,66.0,False,True
1877,2786.833845241944,4335.771634874447,24.24830261881668,2762.5855426231274,554.0389140352768,3781.7327208391703,741.0685418687358,0.17091964343970695,,31.23765132737005,1.0,23.0,False,True
