year,n_entries,n_arrears,amount_arrears,amount_total,arrears_rate,arrears_amount_share,era
1827,228.0,21.0,2123.225,14745.714583333334,0.09210526315789473,0.1439892918041301,industrial_1760_1840
1828,236.0,23.0,2220.6625,29173.986458333333,0.09745762711864407,0.07611789712631761,industrial_1760_1840
1829,240.0,37.0,2384.898958333333,15351.5,0.15416666666666667,0.15535282925664157,industrial_1760_1840
1830,209.0,8.0,2151.501041666667,19138.073958333334,0.03827751196172249,0.11241993558760567,industrial_1760_1840
1831,232.0,37.0,2559.398958333333,20358.333333333332,0.15948275862068967,0.12571750920998773,industrial_1760_1840
1832,240.0,19.0,2728.9177083333334,21161.134375,0.07916666666666666,0.1289589518205275,industrial_1760_1840
1833,227.0,25.0,3894.0625000000005,47314.00625,0.11013215859030837,0.0823025317159652,industrial_1760_1840
1834,268.0,24.0,1868.6125,42800.00208333333,0.08955223880597014,0.043659168435593435,industrial_1760_1840
1835,231.0,23.0,1672.1083333333333,18689.052083333332,0.09956709956709957,0.0894699381155077,industrial_1760_1840
1836,241.0,37.0,3762.2010416666662,16317.592708333334,0.15352697095435686,0.230561033659415,industrial_1760_1840
1837,261.0,27.0,1929.9479166666667,15362.201041666667,0.10344827586206896,0.12562964847498728,industrial_1760_1840
1838,181.0,15.0,1553.4968750000005,10869.489583333334,0.08287292817679558,0.14292270700383627,industrial_1760_1840
1839,247.0,25.0,2617.436458333333,14084.497916666667,0.10121457489878542,0.18583810894927474,industrial_1760_1840
1840,199.0,2.0,1247.046875,17843.514583333334,0.010050251256281407,0.06988796232804939,industrial_1760_1840
1841,230.0,2.0,1264.8604166666667,21931.103125,0.008695652173913044,0.05767427244573073,post_1840
1842,200.0,26.0,1790.5083333333334,17866.542708333334,0.13,0.10021571394997435,post_1840
1843,304.0,13.0,1408.6666666666667,21956.735416666666,0.04276315789473684,0.06415647134853172,post_1840
1844,199.0,12.0,1544.8020833333335,7203.459375,0.06030150753768844,0.2144528070352772,post_1840
1845,225.0,21.0,688.6760416666668,7290.16875,0.09333333333333334,0.0944664060988529,post_1840
1846,239.0,11.0,1037.392708333333,19561.004166666666,0.04602510460251046,0.053033714399034974,post_1840
1847,243.0,24.0,1811.4604166666668,13276.953125,0.09876543209876543,0.13643645493149745,post_1840
1848,302.0,10.0,2508.8979166666672,20093.20625,0.033112582781456956,0.12486299525575553,post_1840
1849,239.0,17.0,1036.5166666666667,14652.966666666667,0.07112970711297072,0.07073766632013084,post_1840
1850,266.0,27.0,1688.8041666666668,20301.14375,0.10150375939849623,0.08318763649297675,post_1840
1851,201.0,2.0,1083.19375,14814.166666666666,0.009950248756218905,0.07311877707149687,post_1840
1852,249.0,15.0,304.19375,11620.089583333332,0.060240963855421686,0.026178262036491044,post_1840
1853,254.0,19.0,1975.6104166666664,21701.464583333334,0.07480314960629922,0.09103581046709308,post_1840
1854,217.0,17.0,4287.428125,22336.486458333333,0.07834101382488479,0.19194729363536223,post_1840
1855,272.0,34.0,2023.5114583333334,19772.93125,0.125,0.10233745481380427,post_1840
1856,229.0,13.0,1330.5739583333334,21329.269791666666,0.056768558951965066,0.06238253682989128,post_1840
1857,170.0,1.0,261.0916666666667,30034.394791666666,0.0058823529411764705,0.008693088989397886,post_1840
1858,208.0,0.0,0.0,29128.533333333333,0.0,0.0,post_1840
1859,159.0,0.0,0.0,19019.458333333336,0.0,0.0,post_1840
1860,189.0,0.0,0.0,13328.229166666666,0.0,0.0,post_1840
1861,215.0,0.0,0.0,42800.52395833333,0.0,0.0,post_1840
1862,191.0,1.0,14.995833333333332,24842.216666666667,0.005235602094240838,0.000603643126317901,post_1840
1863,213.0,0.0,0.0,17881.10625,0.0,0.0,post_1840
1864,215.0,0.0,0.0,30285.094791666666,0.0,0.0,post_1840
1865,179.0,4.0,567.9125,23069.5,0.0223463687150838,0.024617460283057717,post_1840
1866,208.0,0.0,0.0,28514.175000000003,0.0,0.0,post_1840
1867,201.0,2.0,0.8250000000000001,14430.131249999999,0.009950248756218905,5.717203715662671e-05,post_1840
1868,203.0,0.0,0.0,13820.208333333334,0.0,0.0,post_1840
1869,227.0,0.0,0.0,7313.993750000001,0.0,0.0,post_1840
1870,228.0,0.0,0.0,30750.85208333333,0.0,0.0,post_1840
1871,243.0,1.0,0.0,27908.25833333333,0.00411522633744856,0.0,post_1840
